КлиентНомер;КлиентКрНаим;Прибыль, usd;Цена суммарная;Себестоимость по Заказу , usd;Прибыль с учетом рибейтов;Объём по Накладной, м3;Общее Количество Заказов;Коррекция продактов ЦО в РБЮ;Коррекция продактов сейлам;Количество шт. в Накладной;Заказ Количество Строк;Доход конвертационный, usd
1000645;Jet Infosystems;3185,58;76309,45;73123,87;3185,58;0,579416;1;0;0;3;2;0
1000673;Крок;7748,5;67504,56;59756,06;7748,5;3,542515;13;228,5719;0;463;49;0
1000901;Арсенал+;51313,19;591332,64;540019,45;50621,69;42,293263;103;6325,2612;6086,6;8796;1262;3565,4177
1002466;Верисел-Сервис;391,74;9152,37;8760,63;2099,26;0,429111;10;168,2216;0;23;20;19,4532
1003198;ЛОГИС;62327,28;1333852,64;1271525,36;62327,28;48,883291;238;17180,983;708,42;12783;909;20021,8722
1003990;Интерсист;2452,62;8263,89;5811,27;2452,62;5,19139;3;0;0;-83;17;134,19
1004568;СофтЛайн Трейд;16009,96;357420,22;341410,26;10378,6;2,482429;11;4004,5944;0;133;59;1034,7912
1005744;Орбита - Холдинг (г. Курган);621,65;2501,96;1880,31;621,65;0,159356;3;8,171;0;35;15;0
1006625;ДНС;60636,91;441670,62;381033,71;66055,53;123,536062;5;11709,8454;3767,43;5426;1116;4,08
1007572;Техносити (г. Тюмень);182,72;605,63;422,91;182,72;0,35188;2;0;0;4;2;0
1008464;РемМарк (г.Сургут);-24774,31;321427,31;346201,62;-24774,31;34,104419;19;62920,1521;68460,96;1176;225;934,0386
1008821;СибНАЦ (г.Тюмень);790,57;2499,91;1709,34;790,57;1,470347;1;0;0;4;4;0
10728;ИВС;60646,14;545305,69;484659,55;60455,68;50,476172;327;1152,1793;813,71;17019;1398;432,9232
10973;Окта Консалтинг (г. Тюмень);421,37;13140,07;12718,7;421,37;0,562516;12;316;0;146;29;263,6088
11038;ООО ``Медиа-Маркт-Сатурн``;15726,53;362162,44;346435,91;25496,95;14,240501;102;12475,3179;2507,3;2428;526;0
11063;ЛПКОМ (г. Сургут);-5,43;352,58;358,01;-5,43;0,016546;1;17,955;0;19;5;14,1032
1972;КАТ Лтд (г.Тюмень);13695,22;108781,32;95086,1;13695,22;3,69139;18;1716,4674;0;1677;79;286,4883
3530;Техносерв А/С;10253,47;67679,46;57425,99;2554,7;0,64266;4;46,9212;0;22;14;0
3742;Компас Плюс;262,66;3188,35;2925,69;262,66;0,218097;5;0;0;6;6;24,91
4000170;Арко;244,05;905,92;661,87;244,05;0,04848;3;0;19,47;146;6;15,04
4000172;Бионт;449,21;14381,11;13931,9;449,21;2,177712;18;346,688;0;380;94;405,6888
4000173;ГармПлюс;151,31;1046,53;895,22;151,31;0,143339;7;3,039;0;78;75;39,0764
4000178;Диалог;7658,45;67593,04;59934,59;7658,45;7,851611;1;0;0;107;6;16,368
4000184;Караван;12,94;228;215,06;12,94;0,00015;1;0;0;3;1;9,12
4000186;Контраст;3421,15;31121,83;27700,68;3421,15;4,745874;9;212,2562;0;461;251;87,3784
4000188;КТТ;9542,41;114424,11;104881,7;10635,16;17,824536;90;1633,5504;2994,79;2014;650;435,0712
4000189;Лоис;-325,94;1126,8;1452,74;-325,94;0,207276;3;402,024;0;14;4;20,56
4000220;Юлекс;771,17;12724,34;11953,17;755,08;1,469678;19;92,4325;0;234;78;295,9416
4000254;Контур;1087,7;2325;1237,3;1087,7;0,0328;1;0;0;5;1;93
4000261;Сотрудник;1705,58;5628,32;3922,74;1961,9;0,229511;7;0;0;660;28;0
4000262;Стайл;7960,68;179148,07;171187,39;7938,37;18,594859;119;3068,4965;1284,07;4448;1578;4335,3684
4001017;Мастер-Сервис;4165,46;41452,65;37287,19;4165,46;4,61176;47;391,508;553,26;599;382;746,2177
41;ГОТИКА;693,23;2220,68;1527,45;693,23;0,079429;4;0;0;5;5;0,7341
5087;CTI;5,33;80,09;74,76;5,33;0,01155;1;0;0;1;1;0
71;Корус АКС;11273,81;119608,62;108334,81;11273,81;6,282378;22;3097,3125;0;371;61;0
7658;Техсоюз (г. Сургут);3378,61;102879,08;99500,47;3378,61;15,95756;49;5335,0468;203,02;2260;476;322,8102
8001202;Халин С.А.  - NetCom;27,45;625,45;598;27,45;0,074672;2;0,04;0;19;6;14,912
8001303;Прокси Лимитед;1207,76;7472,97;6265,21;1207,76;1,627044;8;0;0;40;18;137,2876
8001415;ЭКО-Дэйт;36313,52;416556,73;380243,21;78904,48;13,410971;86;2681,1059;0;13922;270;1098,968
8001418;ДатаАрт;-16,26;11958,09;11974,35;-16,26;1,57599;4;187,15;0;214;25;478,3236
8001460;Админ;19,31;990,48;971,17;19,31;0,433186;2;14,39;0;9;5;12,9
8001470;Рубин;-55,2;1196,92;1252,12;-55,2;1,030399;3;0;0;20;9;12,608
8001499;Комтрейд;42,67;145,35;102,68;42,67;0,115056;1;0;0;1;1;0
8001576;Рудакова Л.И.;135,43;2712,22;2576,79;135,43;0,301751;7;101,604;0;70;45;72,9452
8001596;Лемакс;1576,3;57448,86;55872,56;3083,85;6,812335;42;4824,9792;5404,9426;1167;468;0
8001605;Григорьев С.О.;28,29;189,6;161,31;28,29;0,020471;1;0;0;4;4;0
8001618;Прогноз;237,92;1871,71;1633,79;237,92;0;2;0;0;40;2;0
8001681;Информ-Сервис;1127,7;10745,96;9618,26;1127,7;0,759398;10;3,7374;0;31;19;393,5236
8001688;Ташкинов И.А.;1996,49;17537,51;15541,02;1996,49;2,165528;51;114,7324;0;372;165;463,0364
8001706;Синтез-ДГ;171,14;2913,58;2742,44;171,14;0,207291;4;26,2761;6,94;108;34;89,3988
8001715;Файл;598,78;4959,31;4360,53;598,78;0,470617;18;16,8098;0;194;108;122,504
8001762;Сталкер;23,59;1190,29;1166,7;23,59;0,176067;2;47,9236;0;24;14;47,6116
8001776;Развитие;4959,07;52729,97;47770,9;4959,07;5,748207;7;594,3882;88,12;2390;1324;1342,4742
8001788;Лукиных В.Н.;233,1;3049,75;2816,65;233,1;0,199569;5;8,9;60;108;57;95,4288
8001860;Асва;815,62;5836,83;5021,21;815,62;0,34596;1;0;0;6;2;233,4732
8001875;Т-Статус;-3982,15;5193,34;9175,49;-3982,15;0,969481;19;3616,3521;6731,94;226;115;128,9464
8001882;Юнион-С;370,66;4235,84;3865,18;370,66;0,658877;7;91,06;22,35;183;66;125,0264
8001985;Дозоров С.А.;620,63;5460,12;4839,49;620,63;2,188065;16;183,6614;23,04;151;79;52,6004
8002021;АСВ;253,64;2846;2592,36;253,64;0,008776;1;38,39;0;9;3;0
8002037;Ковалев В.В.;102,53;1587,25;1484,72;102,53;0,673989;3;7,105;0;15;15;12,348
8002041;РАНАТ;131,07;509,57;378,5;131,07;0,059355;3;0;0;7;7;4,368
8002045;Никос;165,14;1711,18;1546,04;165,14;0,18918;4;30,968;0;47;32;55,832
8002068;УТБИС;516,75;31427,99;30911,24;516,75;2,27308;53;1002,9601;0;296;106;466,1386
8002111;ТехноСофт;490,41;4851,84;4361,43;490,41;0,792515;8;51,3395;0;121;71;108,5836
8002132;Дело техники;3160,35;45047,1;41886,75;3526,41;3,512136;23;152,1392;0;342;187;108,6856
8002215;Белоусова Н.А.;402,62;4506,14;4103,52;402,62;0,347053;19;32,2639;0;129;95;64,6932
8002328;Техцентр-Партнер;-101,17;1090,78;1191,95;-101,17;0,011506;7;94,5245;0;26;9;43,6312
8002350;Первакова О.М.;210,88;1447,26;1236,38;210,88;0,140065;7;4,018;0;88;45;21,9232
8002359;Пальцев Н.Б.;24,56;475,93;451,37;24,56;0,370494;3;0;0;21;7;0
8002381;Белдэкс;35,45;309,4;273,95;35,45;0,073395;1;0;0;2;2;8,1804
8002412;Софтмастер;253,5;4717,37;4463,87;253,5;0,92135;12;17,443;0;109;65;151,6724
8002461;Исаков А.Б.;245,8;3829,35;3583,55;245,8;0,320062;3;49,29;0;34;20;153,174
8002477;ХайТек Сервис;270,15;10218,86;9948,71;352,53;1,679728;16;133,5624;225,18;350;104;294,6688
8002514;Пром-А;1979,63;18342,06;16362,43;2289,35;1,776778;10;25,2262;0;71;58;177,0484
8002515;УралОргСервис;25,75;944,87;919,12;25,75;0,146173;4;25,112;0;18;16;31,8388
8002532;Мастер-Копир;26,19;348,45;322,26;26,19;0,003045;1;0;0;5;3;0
8002579;Сарви В.И.;-103,22;1805,62;1908,84;-103,22;0,215288;4;18,0802;1030,39;40;27;4,936
8002591;Санкин А.В.;-1537,26;39596,71;41133,97;-1537,26;6,026794;42;2654,6915;0;1569;435;651,5344
8002593;СДМ-Технологии;804,99;11183,76;10378,77;804,99;1,608473;27;413,7898;382,7;143;100;199,442
8002595;Иж-Юнит;263,9;1220,62;956,72;263,9;0,114574;2;0;0;44;11;0
8002609;АйТи-Сервис;-2972,26;9963,4;12935,66;-2972,26;5,84468;16;2199,011;9095,71;358;84;253,0444
8002621;Спутник-Комплектация;3031,37;7134,58;4103,21;3031,37;0,942129;2;0;0;321;48;0
8002644;Сателлит-Сервис;455,96;2915,54;2459,58;455,96;0,746565;8;26,0756;0;198;20;44,8244
8002663;Иж-АДИ;1581,06;6043,97;4462,91;1581,06;17,911683;3;328,8;0;972;15;11,0176
8002664;ИнфоСистемы;521,58;1574;1052,42;521,58;0,106938;1;0;0;2;2;0
8002670;Промсинтез ТК;213,86;9353,08;9139,22;213,86;1,213108;4;97,5346;0;194;34;271,6892
8002676;Кодар-Сервис;32,81;277,92;245,11;32,81;0,002127;1;0;0;6;6;0
8002742;Поляков Н.В.;25,64;919,82;894,18;25,64;0,107305;5;28,655;9,49;17;16;36,3568
8002765;Корпор. Информ. Техн;1881,89;69621,76;67739,87;1881,89;10,560094;12;5939,1788;663,85;960;280;427,2672
8002841;Прайд;2016,09;22894,18;20878,09;2465,99;2,170061;44;184,9737;0;441;160;166,9544
8002868;Мобидик;1450,74;23209,77;21759,03;1531,37;2,50733;19;278,6474;707,79;878;439;372,7716
8002882;Петушина Г.Г.;839,9;4046,89;3206,99;839,9;0,564609;5;0;0;12;11;12,98
8002887;ИТ-Сервис;-9057,77;56523,72;65581,49;-9057,77;1,459485;5;11428,0647;0;111;32;69,502
8002910;АйТи-Партнёр;85,63;532,86;447,23;85,63;0,158025;1;0;0;6;1;21,3144
8002920;Сити Сток;278,65;1003,34;724,69;278,65;0,182379;2;0;0;189;14;0
8002926;Система-Сервис ПРМ;-96,54;6480,64;6577,18;-96,54;1,114906;16;243,107;140,58;157;69;242,6256
8002929;Зорин Г.А.;266,13;4502,89;4236,76;266,13;0,542586;9;20,1014;0;59;39;133,7668
8002941;Тандем;77,63;450,26;372,63;77,63;0,068274;3;1,2513;0;32;22;13,794
8002976;Интероптторг;450,23;2195,43;1745,2;450,23;1,253417;2;0;0;4;4;0
8002987;Михайлов А.Н.;825,78;7961,01;7135,23;849,92;1,316358;14;19,6961;0;346;93;150,9736
8002988;Марголин Р.В.;401,51;11969,82;11568,31;401,51;1,37514;19;255,6894;1,8;422;296;394,0396
8002995;Инси;3277,68;40024,64;36746,96;3277,68;4,705728;33;483,313;1,2;447;139;654,0964
8003001;ДиСтар ККомпания;171,11;662,84;491,73;171,11;0,033416;2;12,952;0;8;4;13,5936
8003018;Вуду;633,55;5179,06;4545,51;633,55;0,691742;8;42,6787;0;97;87;90,4824
8003038;ТехИнфоТрейд;-2160,29;5403,1;7563,39;-2160,29;0,538016;7;2216,5975;2779,16;240;80;190,8292
8003045;Оникс;30,1;2848,69;2818,59;30,1;0,369573;5;91,748;196,54;49;30;90,548
8003086;Иж-Михайлов А.В.;96,37;570,68;474,31;96,37;0,00845;1;0;0;19;6;0
8003321;Арефьев;70049,33;513432,36;443383,03;70049,33;40,818058;86;5586,2049;202,24;3632;970;1610,0008
8003327;СвязьСервис;115,72;696;580,28;115,72;0,00063;2;10,84;0;3;2;21,94
8003336;Перм.Учебн.коллектор;3,01;239,5;236,49;3,01;0,092474;3;11,115;0;6;5;9,58
8003356;ПрофИТ;2482,55;7439,64;4957,09;2482,55;2,156446;2;0,2831;0;62;8;0
8003378;Корпорация Мир;33,12;664,44;631,32;33,12;0,135876;1;0;0;1;1;0
8003423;ДВК Ай Ти;-41,1;330,21;371,31;-41,1;0,006988;4;39,5249;0;7;5;13,2084
8003424;ДиСтар Сервис;52,88;18403,21;18350,33;52,88;2,789109;37;806,9234;59,9;305;127;325,956
8003426;Айтида;1629,95;23994,46;22364,51;1629,95;3,033306;42;400,806;0;308;167;525,1972
8003434;Випакс;262,71;7848,67;7585,96;262,71;0,572143;4;16,218;0;52;17;70,9684
8003436;Академия БР (Урал Трейд);1359,86;6366,15;5006,29;1359,86;0,183456;1;0;0;14;1;0
8003438;Декада;-597,35;14382,14;14979,49;-597,35;1,817919;20;1134,3122;50,11;198;82;212,838
8003439;Малова В.А.;-508,52;1700,76;2209,28;-508,52;0,29049;4;849,38;821,31;141;37;18,498
8003453;Четина Е.А.;1906,38;22361,63;20455,25;1906,38;3,528259;15;707,1142;15,87;454;356;332,308
8643;РРС-Балтика;975,46;13771,45;12795,99;975,46;2,638067;2;38,361;673,01;286;32;0
9001496;ОткрытыеТехнологии98;53699,4;431315,69;377616,29;75959,04;5,458054;11;3742,4655;0;140;47;0
9058;НОРДИК;2102,2;22674,66;20572,46;1971,82;1,512549;18;300,6424;0;243;96;222,224
К0001083;Ассоциация Техника;29576,2;577509,54;547933,34;-49354,87;51,032571;7;0;0;1558;10;0
К0001089;Чел-Вист-Ком;1293,73;16733,39;15439,66;1293,73;1,620974;9;279,3646;95,77;490;104;350,0556
К0001097;ДИДЖИТЕК (DIGITECH);2060,4;58580,77;56520,37;2060,4;3,38453;23;2477,6933;0;189;31;669,3012
К0001112;Линк-Сервис;254,51;19846,21;19591,7;254,51;1,134476;4;623,0392;14,22;209;144;349,8243
К0001129;Реском ВТ;-881,79;41564,26;42446,05;-881,79;3,56703;76;3014,315;6917,78;854;251;829,1612
К0001150;ЦИФРОВОЙ МИР;461,64;9719,01;9257,37;461,64;1,5741;14;186,607;40,99;157;93;190,398
К0001155;Микромир;81,05;254,79;173,74;81,05;0,009006;5;0;0;56;19;0,5712
К0001159;Сис-Мастер;1232,57;9691,24;8458,67;1232,57;0,412131;25;103,9286;0;200;116;155,6512
К0001160;Рост-М;29,34;816,59;787,25;29,34;0,031623;4;18,3925;0;15;12;17,602
К0001161;Принт-Сервис;2275,88;22829,36;20553,48;2275,88;2,141347;13;165,9692;22,79;634;114;204,5409
К0001163;Чел-Лайт;15,55;61,6;46,05;15,55;0,00288;1;0;0;4;1;2,464
К0001164;Чел-Лантан;-10,16;309,68;319,84;-10,16;0,003341;4;0;0;10;8;12,3872
К0001165;Вектра-Линк;6311,41;145938,78;139627,37;6311,41;17,232027;39;1652,1839;978,9;1901;317;947,328
К0001167;Чел-Акваком;1809,95;28841,66;27031,71;1809,95;1,949228;24;208,7301;18,94;454;150;547,3849
К0001170;Квантум-Си;3,3;608;604,7;3,3;0,000008;1;0;0;1;1;24,32
К0001171;Компьютеры и технологии;41,67;143,33;101,66;41,67;0,01693;1;0;0;5;2;0
К0001173;Чел-Неолоджик;2321,21;38043,23;35722,02;2321,21;3,394792;99;164,7912;354,33;507;254;867,8908
К0001174;Оптимальные  Сетевые решения;479,48;36742,38;36262,9;479,48;3,08354;50;2741,8773;13,1125;437;131;590,9871
К0001176;Гармония;1481,35;213568,04;212086,69;1478,37;32,968465;202;9384,0972;3474,85;3851;809;2653,2956
К0005311;Инфолайф;959,65;11307,7;10348,05;959,65;0,764013;20;50,1002;0;227;61;128,4188
К0005314;ЮниКомп-Пермь;709,24;5534,56;4825,32;709,24;1,254545;14;18,4154;0;123;68;114,4412
К0005409;АШАН;469,95;8297,9;7827,95;496,42;1,715905;12;1357,8349;26,734;1276;84;0
К0005665;Эр-Стайл Урал;-10409,34;53358,22;63767,56;-10409,34;3,96782;52;21313,8606;12495,36;765;165;329,6637
К0005743;Открытые технологии;5030,94;113093,45;108062,51;5880;12,539064;94;3231,8956;49,6408;2164;1071;0
К0006349;ООО ``ИНФОТЕХ``;1538,33;11301,65;9763,32;1538,33;1,134179;24;74,311;1128,26;170;54;114,1404
К0008126;Орион;43,75;567,99;524,24;43,75;0,013324;2;0;0;6;4;0
К0008279;Гридчин П.Е., ИП;2,04;213;210,96;2,04;0,059976;1;0;0;3;1;8,52
К0008369;Чел-EMS;-41,28;2772,05;2813,33;-41,28;0,122059;4;163,428;0;31;15;12,12
К0008387;НОВАКОМ;22618,03;174900,2;152282,17;11691,74;3,402021;33;1136,7075;436,47;502;67;281,421
К0008458;Чел-Ланхост;1,02;22;20,98;1,02;0,004186;1;0;0;1;1;0
К0008482;Градиент;393,66;2403,13;2009,47;393,66;0,314208;4;18,1323;7,9108;259;145;91,254
К0008494;Чел-Санрайз;816,26;9043,17;8226,91;1000,78;0,147294;7;7,0351;0;105;34;0
К0008501;Интеллект;156,68;4108,68;3952;156,68;0,13664;8;22,43;0;17;11;66,2236
К0008502;Форт Диалог-Исеть;-37,94;14428,41;14466,35;-37,94;1,030919;11;0,894;0;245;62;3,186
К0008503;Восточный ветер;49,9;995,96;946,06;49,9;0,05162;2;0;0;3;3;0,92
К0008510;Диалог-Екатеринбург;32518,87;307120,67;274601,8;41948,39;14,861314;89;675,9584;2,91;1912;215;1108,2273
К0008516;ТРИЛАЙН;26562,1;350143,42;323581,32;27562,59;26,081252;112;6276,1359;123,95;10402;1089;1,4991
К0008517;БПА;546,1;7826,06;7279,96;546,1;1,18485;25;62,8628;0;209;78;229,5244
К0008518;КТТ;-2,09;1921;1923,09;-2,09;0,096051;2;0,6;0;10;7;76,84
К0008522;Прайм-техсервис;3341,04;38423,05;35082,01;3341,04;17,444659;189;520,8506;162,22;406;216;409,93
К0008532;ИП Клейменова М.В.;865,59;13862,55;12996,96;865,59;2,295061;17;222,4806;624,05;395;271;293,6562
К0008539;ДиДжиКом (г. Ханты-Мансийск);214,47;3905,76;3691,29;214,47;0,394748;3;45,999;0;280;15;0
К0008542;Чел-Никас;73,34;1981,55;1908,21;73,34;0,255478;4;39,4623;10,76;48;18;55,0184
К0008551;Чел- Папирус;120,93;670,54;549,61;120,93;0,162712;8;0,5641;0;28;11;11,4636
К0008554;ТСМ;28,81;616,27;587,46;28,81;0,01285;2;0;0;2;2;0
К0008555;Пилотные школы;4,4;143,94;139,54;4,4;0,011905;2;1,466;0;13;3;5,7576
К0008557;Лардо;69,34;1751,88;1682,54;69,34;0,083842;5;103,56;0;11;7;10,1504
К0008558;Оптиком;987,81;14281,7;13293,89;987,81;0,460908;26;72,4968;0;123;73;361,9131
К0008578;МКТ Тюмень (г. Тюмень);2,77;22,25;19,48;2,77;0,002565;1;0;0;1;1;0,89
К0008580;ЭРКОМ;1,65;1324,3;1322,65;1,65;0,02685;3;33,69;0;12;4;19,12
К0008581;"Чел-ОфисСервис""";4,11;103,31;99,2;4,11;0,002649;3;0;0;3;3;1,12
К0008589;НовоТехСтрой;809,95;2970,4;2160,45;809,95;0,338238;2;0;0;229;4;19,2
К0008598;Чел-Номинал-Ком;-36,26;510,13;546,39;-36,26;0,00654;9;11,057;0;16;9;19,6852
К0008625;Альфа-Телеком;64,87;504,3;439,43;64,87;0,073872;1;0;0;1;1;0
К0008629;ХайТек;26,76;631,36;604,6;26,76;0,011891;5;9,2094;0;10;10;9,6804
К0008638;Чел-Дитрэк;7096,76;75413,64;68316,88;7096,76;15,324741;42;3103,6062;1324,88;1554;97;632,8708
К0008642;Чел-КЕЛЛИ;168,72;1191,8;1023,08;168,72;0,288448;6;0;0;9;8;0
К0008643;Чел-Алиас;1848,31;21524,81;19676,5;1848,31;2,71054;48;501,6697;74,07;391;85;338,5341
К0008644;Чел-Дайвер;1479,66;19365,85;17886,19;1479,66;4,43003;34;385,2957;0;1060;138;75,2097
К0008646;Чел-УралКАД;48,96;376,02;327,06;48,96;0,14604;2;0;0;22;3;0
К0008647;Энтерпрайз;-3869,38;43431,08;47300,46;-3869,38;10,931745;120;3119,2162;2315,828;943;297;46,0241
К0008649;Хост КС;47226,61;491434,8;444208,19;47226,61;7,388629;43;10309,4127;8462,63;782;177;2,9296
К0008650;ИНТЕРМАСТ;12,55;507,9;495,35;12,55;0,078146;4;20,6706;0;8;7;15,237
К0008651;НАЙФЛ;3075,46;23467,91;20392,45;3075,46;24,441253;12;0;0;114;79;0,123
К0008653;Уралкартцентр;242,28;9349,13;9106,85;242,28;0,240093;12;47,6125;0;185;60;373,9652
К0008658;Зенит;-482,06;534,1;1016,16;-482,06;0,029592;1;0;938,22;2;2;21,364
К0008662;Тетроникс ВТ;120,77;1574;1453,23;120,77;0,001725;1;0;0;1;1;62,96
К0008664;Чел-Энерготехника;34,71;476,7;441,99;34,71;0,004056;3;0;0;9;7;1,764
К0008666;Чел-Салон ВТ;-487,42;14597,88;15085,3;-487,42;2,639914;2;615,7026;0;327;64;572,868
К0008670;Нексус;1229,08;3760,78;2531,7;1229,08;0,184638;15;0;0;263;53;0
К0008672;"ООО ""Радиотек""";557,58;2488,8;1931,22;557,58;0,000479;1;0;0;12;1;99,552
К0008675;СистемсХаус;252,84;2473,16;2220,32;252,84;0,103068;5;1,1538;0;17;14;70,0596
